energy,code,country,date,value_supply,notes,value_wti,is_turning_point,supply_lag_1,price_lag_1,supply_lag_2,price_lag_2,supply_lag_3,price_lag_3,supply_pct_change,price_pct_change,supply_ma_3,price_ma_3,supply_ma_6,price_ma_6,us_inventory_level,us_inventory_mom_change,us_inventory_5y_percentile,us_inventory_velocity,us_inventory_acceleration,global_inventory_change,inventory_pct_change,inventory_supply_ratio,inventory_trend,inventory_acceleration,inventory_price_ratio,event_type,opec_meeting,opec_meeting_inventory_change,opec_meeting_supply_change,opec_cut,opec_cut_inventory_change,opec_cut_supply_change,opec_maintain,opec_maintain_inventory_change,opec_maintain_supply_change,opec_no_agreement,opec_no_agreement_inventory_change,opec_no_agreement_supply_change,opec_extend,opec_extend_inventory_change,opec_extend_supply_change,opec_increase,opec_increase_inventory_change,opec_increase_supply_change,opec_no_event,opec_no_event_inventory_change,opec_no_event_supply_change,predicted_turning_point
OIL,TPSDKT,NZL,2014-01-31,-9.0,3,97.55,0,523.0,97.55,0.0,97.55,-36.0,97.55,-1.017208413001912,0.0,171.33333333333334,97.55,78.66666666666667,97.75666666666666,326930,-0.0113851131707464,0.3038461538461538,440.0,-5981.0,9513.0,0.0,-36325.555555555555,0.0,0.0,3351.409533572527,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-1.017208413001912,0
OIL,TPSDKT,PHL,2014-01-31,-274.0,3,97.55,1,-9.0,97.55,523.0,97.55,0.0,97.55,29.444444444444443,0.0,80.0,97.55,34.166666666666664,97.65333333333336,326930,-0.0113851131707464,0.3038461538461538,440.0,-5981.0,9513.0,0.0,-1193.1751824817518,0.0,0.0,3351.409533572527,no_event,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,29.444444444444443,0
OIL,TPSDKT,USA,2014-01-31,4799.0,3,97.55,1,316.0,97.55,0.0,97.55,0.0,97.55,14.186708860759492,0.0,1705.0,97.55,888.6666666666666,97.55,326930,-0.0113851131707464,0.3038461538461538,440.0,-5981.0,9513.0,0.0,68.12460929360283,0.0,0.0,3351.409533572527,no_event,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,14.186708860759492,0
OIL,TPSDKT,SGP,2014-01-31,3056.0,3,97.55,1,-96.0,97.55,0.0,97.55,0.0,97.55,-32.83333333333333,0.0,986.6666666666666,97.55,487.0,97.55,326930,-0.0113851131707464,0.3038461538461538,440.0,-5981.0,9513.0,0.0,106.97971204188482,0.0,0.0,3351.409533572527,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-32.83333333333333,0
OIL,TPSDKT,QAT,2014-01-31,-35.0,3,97.55,0,3056.0,97.55,-96.0,97.55,0.0,97.55,-1.011452879581152,0.0,975.0,97.55,481.1666666666667,97.55,326930,-0.0113851131707464,0.3038461538461538,440.0,-5981.0,9513.0,0.0,-9340.857142857143,0.0,0.0,3351.409533572527,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-1.011452879581152,0
OIL,TPSDKT,SVK,2014-01-31,5.0,3,97.55,0,-35.0,97.55,3056.0,97.55,-96.0,97.55,-1.1428571428571428,0.0,1008.6666666666666,97.55,488.3333333333333,97.55,326930,-0.0113851131707464,0.3038461538461538,440.0,-5981.0,9513.0,0.0,65386.0,0.0,0.0,3351.409533572527,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-1.1428571428571428,0
OIL,TPSDKT,SGP,2014-02-28,3477.0,3,102.88,1,229.0,102.88,0.0,97.55,0.0,97.55,14.183406113537115,0.0,1235.3333333333333,101.10333333333334,612.6666666666666,99.32666666666668,332453,0.0168935246077142,0.4115384615384615,1429.0,1361.0,8229.0,0.0,95.61489790048893,0.0,-5523.0,3231.463841368585,no_event,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,14.183406113537115,0
OIL,TPSDKT,NOR,2014-02-28,354.0,3,102.88,0,3477.0,102.88,229.0,102.88,0.0,97.55,-0.8981880931837791,0.0,1353.3333333333333,102.88,677.5,100.215,332453,0.0168935246077142,0.4115384615384615,1429.0,1361.0,8229.0,0.0,939.132768361582,0.0,0.0,3231.463841368585,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-0.8981880931837791,0
OIL,TPSDKT,ZAF,2014-02-28,211.0,3,102.88,0,3506.0,102.88,0.0,102.88,0.0,102.88,-0.939817455790074,0.0,1239.0,102.88,614.6666666666666,102.88,332453,0.0168935246077142,0.4115384615384615,1429.0,1361.0,8229.0,0.0,1575.60663507109,0.0,0.0,3231.463841368585,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-0.939817455790074,0
OIL,TPSDKT,TUN,2014-02-28,-73.0,3,102.88,1,145.0,102.88,0.0,102.88,0.0,102.88,-1.5034482758620689,0.0,24.0,102.88,-23.5,102.88,332453,0.0168935246077142,0.4115384615384615,1429.0,1361.0,8229.0,0.0,-4554.1506849315065,0.0,0.0,3231.463841368585,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-1.5034482758620689,0
OIL,TPSDKT,SWE,2014-02-28,87.0,3,102.88,0,-73.0,102.88,145.0,102.88,0.0,102.88,-2.191780821917808,0.0,53.0,102.88,-9.0,102.88,332453,0.0168935246077142,0.4115384615384615,1429.0,1361.0,8229.0,0.0,3821.298850574713,0.0,0.0,3231.463841368585,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-2.191780821917808,0
OIL,TPSDKT,NZL,2014-02-28,6.0,3,102.88,0,87.0,102.88,-73.0,102.88,145.0,102.88,-0.9310344827586208,0.0,6.666666666666667,102.88,27.5,102.88,332453,0.0168935246077142,0.4115384615384615,1429.0,1361.0,8229.0,0.0,55408.833333333336,0.0,0.0,3231.463841368585,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-0.9310344827586208,0
OIL,TPSDKT,PER,2014-02-28,20.0,3,102.88,0,6.0,102.88,87.0,102.88,-73.0,102.88,2.3333333333333335,0.0,37.666666666666664,102.88,30.833333333333332,102.88,332453,0.0168935246077142,0.4115384615384615,1429.0,1361.0,8229.0,0.0,16622.65,0.0,0.0,3231.463841368585,no_event,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,2.3333333333333335,0
OIL,TPSDKT,VEN,2014-10-31,221.0,3,80.53,0,-120.0,91.17,3454.0,91.17,0.0,91.17,-2.841666666666667,-0.1167050564878797,1185.0,87.62333333333333,592.5,89.39666666666666,348935,0.0721122086860337,0.7846153846153846,460.0,-1601.0,9202.0,0.0721122086860337,1578.8914027149322,23470.0,23470.0,4332.981497578542,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0721122086860337,-2.841666666666667,0
OIL,TPSDKT,NZL,2014-10-31,49.0,3,80.53,1,-6.0,80.53,0.0,80.53,0.0,80.53,-9.166666666666666,0.0,14.333333333333334,80.53,24.0,82.30333333333333,348935,0.0721122086860337,0.7846153846153846,460.0,-1601.0,9202.0,0.0,7121.122448979592,0.0,0.0,4332.981497578542,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-9.166666666666666,0
OIL,TPSDKT,UKR,2014-10-31,7.0,3,80.53,0,239.0,80.53,0.0,80.53,0.0,80.53,-0.9707112970711296,0.0,82.0,80.53,24.833333333333332,80.53,348935,0.0721122086860337,0.7846153846153846,460.0,-1601.0,9202.0,0.0,49847.857142857145,0.0,0.0,4332.981497578542,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-0.9707112970711296,0
OIL,TPSDKT,ZAF,2014-10-31,74.0,3,80.53,0,7.0,80.53,239.0,80.53,0.0,80.53,9.571428571428571,0.0,106.66666666666669,80.53,53.333333333333336,80.53,348935,0.0721122086860337,0.7846153846153846,460.0,-1601.0,9202.0,0.0,4715.3378378378375,0.0,0.0,4332.981497578542,no_event,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,9.571428571428571,0
OIL,TPSDKT,PER,2014-10-31,153.0,3,80.53,1,74.0,80.53,7.0,80.53,239.0,80.53,1.0675675675675675,0.0,78.0,80.53,78.83333333333333,80.53,348935,0.0721122086860337,0.7846153846153846,460.0,-1601.0,9202.0,0.0,2280.62091503268,0.0,0.0,4332.981497578542,no_event,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,1.0675675675675675,0
OIL,TPSDKT,THA,2014-10-31,400.0,3,80.53,0,4879.0,80.53,0.0,80.53,0.0,80.53,-0.918015986882558,0.0,1759.6666666666667,80.53,879.8333333333334,80.53,348935,0.0721122086860337,0.7846153846153846,460.0,-1601.0,9202.0,0.0,872.3375,0.0,0.0,4332.981497578542,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-0.918015986882558,0
OIL,TPSDKT,NOR,2014-10-31,117.0,3,80.53,0,400.0,80.53,4879.0,80.53,0.0,80.53,-0.7075,0.0,1798.6666666666667,80.53,899.3333333333334,80.53,348935,0.0721122086860337,0.7846153846153846,460.0,-1601.0,9202.0,0.0,2982.3504273504273,0.0,0.0,4332.981497578542,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-0.7075,0
OIL,TPSDKT,SWE,2014-10-31,-189.0,3,80.53,0,-305.0,80.53,0.0,80.53,0.0,80.53,-0.380327868852459,0.0,-164.66666666666666,80.53,-62.833333333333336,80.53,348935,0.0721122086860337,0.7846153846153846,460.0,-1601.0,9202.0,0.0,-1846.2169312169312,0.0,0.0,4332.981497578542,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-0.380327868852459,0
OIL,TPSDKT,TWN,2014-10-31,141.0,3,80.53,0,-68.0,80.53,0.0,80.53,-189.0,80.53,-3.073529411764706,0.0,24.333333333333332,80.53,-70.16666666666667,80.53,348935,0.0721122086860337,0.7846153846153846,460.0,-1601.0,9202.0,0.0,2474.7163120567375,0.0,0.0,4332.981497578542,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-3.073529411764706,0
OIL,TPSDKT,USA,2014-10-31,3585.0,3,80.53,1,141.0,80.53,-68.0,80.53,0.0,80.53,24.425531914893615,0.0,1219.3333333333333,80.53,527.3333333333334,80.53,348935,0.0721122086860337,0.7846153846153846,460.0,-1601.0,9202.0,0.0,97.33193863319386,0.0,0.0,4332.981497578542,no_event,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,24.425531914893615,0
OIL,TPSDKT,USA,2015-07-31,1970.0,3,47.11,1,1.0,59.48,0.0,59.48,0.0,59.48,1969.0,-0.2079690652320107,657.0,55.35666666666667,323.6666666666667,57.41833333333332,423226,-0.0230758754729089,0.9230769230769232,-4407.0,-204.0,8183.0,-0.0230758754729089,214.83553299492385,-9997.0,-9997.0,8983.782636382934,no_event,0,-0.0,0.0,0,-0.0,0.0,0,-0.0,0.0,0,-0.0,0.0,0,-0.0,0.0,0,-0.0,0.0,1,-0.0230758754729089,1969.0,0
OIL,TPSDKT,TWN,2015-07-31,67.0,3,47.11,1,-24.0,47.11,0.0,47.11,224.0,47.11,-3.7916666666666665,0.0,14.333333333333334,47.11,44.5,47.11,423226,-0.0230758754729089,0.9230769230769232,-4407.0,-204.0,8183.0,0.0,6316.805970149254,0.0,0.0,8983.782636382934,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-3.7916666666666665,0
OIL,TPSDKT,UKR,2015-07-31,20.0,3,47.11,0,67.0,47.11,-24.0,47.11,0.0,47.11,-0.7014925373134329,0.0,21.0,47.11,47.833333333333336,47.11,423226,-0.0230758754729089,0.9230769230769232,-4407.0,-204.0,8183.0,0.0,21161.3,0.0,0.0,8983.782636382934,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-0.7014925373134329,0
OIL,TPSDKT,SGP,2015-07-31,4653.0,3,47.11,1,620.0,47.11,0.0,47.11,20.0,47.11,6.504838709677419,0.0,1757.6666666666667,47.11,889.3333333333334,47.11,423226,-0.0230758754729089,0.9230769230769232,-4407.0,-204.0,8183.0,0.0,90.95766172361915,0.0,0.0,8983.782636382934,no_event,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,6.504838709677419,0
OIL,TPSDKT,PHL,2015-07-31,91.0,3,47.11,0,153.0,47.11,0.0,47.11,0.0,47.11,-0.4052287581699346,0.0,81.33333333333333,47.11,40.666666666666664,47.11,423226,-0.0230758754729089,0.9230769230769232,-4407.0,-204.0,8183.0,0.0,4650.8351648351645,0.0,0.0,8983.782636382934,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-0.4052287581699346,0
OIL,TPSDKT,NZL,2015-07-31,-26.0,3,47.11,1,91.0,47.11,153.0,47.11,0.0,47.11,-1.2857142857142856,0.0,72.66666666666667,47.11,36.333333333333336,47.11,423226,-0.0230758754729089,0.9230769230769232,-4407.0,-204.0,8183.0,0.0,-16277.923076923076,0.0,0.0,8983.782636382934,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-1.2857142857142856,0
OIL,TPSDKT,QAT,2015-07-31,-98.0,3,47.11,1,17.0,47.11,0.0,47.11,-103.0,47.11,-6.764705882352941,0.0,-27.0,47.11,-30.666666666666668,47.11,423226,-0.0230758754729089,0.9230769230769232,-4407.0,-204.0,8183.0,0.0,-4318.632653061224,0.0,0.0,8983.782636382934,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-6.764705882352941,0
OIL,TPSDKT,PRT,2016-09-30,86.0,3,47.72,0,-35.0,44.68,0.0,44.68,0.0,44.68,-3.4571428571428573,0.0680393912264996,17.0,45.693333333333335,6.166666666666667,45.18666666666667,469108,-0.0527625101466365,0.8653846153846154,-2976.0,-1094.0,6648.0,-0.0527625101466365,5454.7441860465115,-26130.0,-26130.0,9830.427493713329,no_event,0,-0.0,-0.0,0,-0.0,-0.0,0,-0.0,-0.0,0,-0.0,-0.0,0,-0.0,-0.0,0,-0.0,-0.0,1,-0.0527625101466365,-3.4571428571428573,0
OIL,TPSDKT,QAT,2016-09-30,-302.0,3,47.72,1,280.0,47.72,0.0,47.72,-146.0,47.72,-2.0785714285714283,0.0,-7.333333333333333,47.72,5.166666666666667,47.72,469108,-0.0527625101466365,0.8653846153846154,-2976.0,-1094.0,6648.0,0.0,-1553.3377483443708,0.0,0.0,9830.427493713329,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-2.0785714285714283,0
OIL,TPSDKT,NZL,2016-09-30,-37.0,3,47.72,0,184.0,47.72,0.0,47.72,45.0,47.72,-1.2010869565217392,0.0,49.0,47.72,32.0,47.72,469108,-0.0527625101466365,0.8653846153846154,-2976.0,-1094.0,6648.0,0.0,-12678.594594594597,0.0,0.0,9830.427493713329,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-1.2010869565217392,0
OIL,TPSDKT,SWE,2016-09-30,-76.0,3,47.72,1,-37.0,47.72,184.0,47.72,0.0,47.72,1.054054054054054,0.0,23.666666666666668,47.72,19.333333333333332,47.72,469108,-0.0527625101466365,0.8653846153846154,-2976.0,-1094.0,6648.0,0.0,-6172.473684210527,0.0,0.0,9830.427493713329,no_event,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,1.054054054054054,0
OIL,TPSDKT,POL,2016-09-30,-58.0,3,47.72,0,-76.0,47.72,-37.0,47.72,184.0,47.72,-0.2368421052631578,0.0,-57.0,47.72,9.666666666666666,47.72,469108,-0.0527625101466365,0.8653846153846154,-2976.0,-1094.0,6648.0,0.0,-8088.068965517241,0.0,0.0,9830.427493713329,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-0.2368421052631578,0
OIL,TPSDKT,THA,2016-09-30,637.0,3,47.72,0,20.0,47.72,0.0,47.72,4004.0,47.72,30.85,0.0,219.0,47.72,776.8333333333334,47.72,469108,-0.0527625101466365,0.8653846153846154,-2976.0,-1094.0,6648.0,0.0,736.4332810047096,0.0,0.0,9830.427493713329,no_event,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,30.85,0
OIL,TPSDKT,SGP,2016-09-30,1712.0,3,47.72,1,637.0,47.72,20.0,47.72,0.0,47.72,1.6875981161695446,0.0,789.6666666666666,47.72,1062.1666666666667,47.72,469108,-0.0527625101466365,0.8653846153846154,-2976.0,-1094.0,6648.0,0.0,274.0116822429907,0.0,0.0,9830.427493713329,no_event,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,1.6875981161695446,0
OIL,TPSDKT,PER,2017-03-31,303.0,3,50.54,1,203.0,50.54,0.0,54.0,0.0,54.0,0.4926108374384237,0.0,168.66666666666666,51.693333333333335,84.33333333333333,52.846666666666664,535543,0.029526090767882,1.0,1566.0,699.0,8427.0,0.0,1767.4686468646864,0.0,-15359.0,10596.418678274636,no_event,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,0.4926108374384237,0
OIL,TPSDKT,PRT,2017-03-31,28.0,3,50.54,0,303.0,50.54,203.0,50.54,0.0,54.0,-0.9075907590759076,0.0,178.0,50.54,89.0,52.27,535543,0.029526090767882,1.0,1566.0,699.0,8427.0,0.0,19126.535714285714,0.0,0.0,10596.418678274636,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-0.9075907590759076,0
OIL,TPSDKT,UKR,2017-03-31,142.0,3,50.54,0,4164.0,50.54,0.0,50.54,673.0,50.54,-0.9658981748318924,0.0,1435.3333333333333,50.54,829.8333333333334,50.54,535543,0.029526090767882,1.0,1566.0,699.0,8427.0,0.0,3771.429577464789,0.0,0.0,10596.418678274636,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-0.9658981748318924,0
OIL,TPSDKT,TWN,2017-03-31,-61.0,3,50.54,1,142.0,50.54,4164.0,50.54,0.0,50.54,-1.4295774647887325,0.0,1415.0,50.54,819.6666666666666,50.54,535543,0.029526090767882,1.0,1566.0,699.0,8427.0,0.0,-8779.393442622952,0.0,0.0,10596.418678274636,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-1.4295774647887325,0
OIL,TPSDKT,NOR,2017-03-31,332.0,3,50.54,0,-65.0,50.54,0.0,50.54,0.0,50.54,-6.107692307692307,0.0,89.0,50.54,26.833333333333332,50.54,535543,0.029526090767882,1.0,1566.0,699.0,8427.0,0.0,1613.0813253012047,0.0,0.0,10596.418678274636,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-6.107692307692307,0
OIL,TPSDKT,ZAF,2017-06-30,-160.0,3,46.02,1,3031.0,46.02,0.0,46.02,2318.0,48.29,-1.0527878587924775,0.0,957.0,46.02,864.8333333333334,47.155,502914,-0.0137239366792701,0.8846153846153846,-6299.0,-6417.0,-4208.0,0.0,-3143.2125,0.0,0.0,10928.161668839632,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-1.0527878587924775,0
OIL,TPSDKT,THA,2017-06-30,611.0,3,46.02,0,-160.0,46.02,3031.0,46.02,0.0,46.02,-4.81875,0.0,1160.6666666666667,46.02,966.6666666666666,46.77666666666667,502914,-0.0137239366792701,0.8846153846153846,-6299.0,-6417.0,-4208.0,0.0,823.0998363338789,0.0,0.0,10928.161668839632,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-4.81875,0
OIL,TPSDKT,PHL,2017-06-30,-22.0,3,46.02,0,611.0,46.02,-160.0,46.02,3031.0,46.02,-1.0360065466448445,0.0,143.0,46.02,963.0,46.39833333333334,502914,-0.0137239366792701,0.8846153846153846,-6299.0,-6417.0,-4208.0,0.0,-22859.727272727272,0.0,0.0,10928.161668839632,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-1.0360065466448445,0
OIL,TPSDKT,NOR,2017-06-30,-206.0,3,46.02,1,121.0,46.02,0.0,46.02,0.0,46.02,-2.7024793388429753,0.0,-28.333333333333332,46.02,19.166666666666668,46.02,502914,-0.0137239366792701,0.8846153846153846,-6299.0,-6417.0,-4208.0,0.0,-2441.330097087379,0.0,0.0,10928.161668839632,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-2.7024793388429753,0
OIL,TPSDKT,ZAF,2018-08-31,-161.0,3,69.84,1,1078.0,69.84,0.0,69.84,0.0,69.88,-1.1493506493506491,0.0,305.6666666666667,69.84,182.0,69.86,401490,-0.0177374370015168,0.2961538461538461,-4302.0,-1736.0,9704.0,0.0,-2493.726708074534,0.0,0.0,5748.711340206185,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-1.1493506493506491,0
OIL,TPSDKT,SGP,2018-08-31,1841.0,3,69.84,1,-161.0,69.84,1078.0,69.84,0.0,69.84,-12.434782608695652,0.0,919.3333333333334,69.84,488.8333333333333,69.85333333333334,401490,-0.0177374370015168,0.2961538461538461,-4302.0,-1736.0,9704.0,0.0,218.0825638240087,0.0,0.0,5748.711340206185,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-12.434782608695652,0
OIL,TPSDKT,PRT,2018-08-31,-3.0,3,69.84,0,-44.0,69.84,0.0,69.84,0.0,69.84,-0.931818181818182,0.0,-15.666666666666666,69.84,-7.833333333333333,69.84,401490,-0.0177374370015168,0.2961538461538461,-4302.0,-1736.0,9704.0,0.0,-133830.0,0.0,0.0,5748.711340206185,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-0.931818181818182,0
OIL,TPSDKT,USA,2018-08-31,6210.0,3,69.84,1,-3.0,69.84,-44.0,69.84,0.0,69.84,-2071.0,0.0,2054.3333333333335,69.84,1027.1666666666667,69.84,401490,-0.0177374370015168,0.2961538461538461,-4302.0,-1736.0,9704.0,0.0,64.65217391304348,0.0,0.0,5748.711340206185,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-2071.0,0
OIL,TPSDKT,NOR,2018-08-31,421.0,3,69.84,1,24.0,69.84,0.0,69.84,0.0,69.84,16.541666666666668,0.0,148.33333333333334,69.84,84.33333333333333,69.84,401490,-0.0177374370015168,0.2961538461538461,-4302.0,-1736.0,9704.0,0.0,953.6579572446556,0.0,0.0,5748.711340206185,no_event,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.0,16.541666666666668,0
OIL,TPSDKT,PER,2018-08-31,389.0,3,69.84,1,-7.0,69.84,0.0,69.84,0.0,69.84,-56.57142857142857,0.0,127.33333333333331,69.84,63.666666666666664,69.84,401490,-0.0177374370015168,0.2961538461538461,-4302.0,-1736.0,9704.0,0.0,1032.1079691516709,0.0,0.0,5748.711340206185,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-56.57142857142857,0
OIL,TPSDKT,SWE,2018-11-30,63.0,3,50.78,0,123.0,50.78,0.0,50.78,0.0,50.78,-0.4878048780487805,0.0,62.0,50.78,31.0,50.78,443162,0.040276617120966,0.5269230769230769,-7323.0,-10900.0,9769.0,0.0,7034.31746031746,0.0,0.0,8727.097282394643,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-0.4878048780487805,0
OIL,TPSDKT,TWN,2018-11-30,-56.0,3,50.78,1,1038.0,50.78,0.0,50.78,0.0,50.78,-1.0539499036608864,0.0,327.3333333333333,50.78,160.66666666666666,50.78,443162,0.040276617120966,0.5269230769230769,-7323.0,-10900.0,9769.0,0.0,-7913.607142857143,0.0,0.0,8727.097282394643,no_event,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,0,0.0,-0.0,1,0.0,-1.0539499036608864,0
